path,label,label_name,dataset,scene,camera,weather,split
data/raw/PKLot/PKLotSegmented/UFPR04/Rainy/Occupied/UFPR04_Rainy_Occupied_0010.jpg,1,occupied,pklot,UFPR04,UFPR04,rainy,val
data/raw/CNRPark-EXT/PATCHES/busy/cnr_busy_0032.jpg,1,occupied,cnrpark_ext,unknown,unknown,unknown,val
data/raw/CNRPark-EXT/PATCHES/busy/cnr_busy_0026.jpg,1,occupied,cnrpark_ext,unknown,unknown,unknown,val
data/raw/PKLot/PKLotSegmented/UFPR04/Sunny/Empty/UFPR04_Sunny_Empty_0002.jpg,0,empty,pklot,UFPR04,UFPR04,sunny,val
data/raw/PKLot/PKLotSegmented/PUC/Rainy/Occupied/PUC_Rainy_Occupied_0009.jpg,1,occupied,pklot,PUC,PUC,rainy,val
data/raw/PKLot/PKLotSegmented/UFPR04/Cloudy/Occupied/UFPR04_Cloudy_Occupied_0008.jpg,1,occupied,pklot,UFPR04,UFPR04,cloudy,val
data/raw/PKLot/PKLotSegmented/PUC/Cloudy/Occupied/PUC_Cloudy_Occupied_0001.jpg,1,occupied,pklot,PUC,PUC,cloudy,val
data/raw/CNRPark-EXT/PATCHES/busy/cnr_busy_0008.jpg,1,occupied,cnrpark_ext,unknown,unknown,unknown,val
data/raw/PKLot/PKLotSegmented/PUC/Cloudy/Occupied/PUC_Cloudy_Occupied_0006.jpg,1,occupied,pklot,PUC,PUC,cloudy,val
data/raw/PKLot/PKLotSegmented/UFPR04/Sunny/Empty/UFPR04_Sunny_Empty_0011.jpg,0,empty,pklot,UFPR04,UFPR04,sunny,val
data/raw/PKLot/PKLotSegmented/PUC/Rainy/Empty/PUC_Rainy_Empty_0005.jpg,0,empty,pklot,PUC,PUC,rainy,val
data/raw/CNRPark-EXT/PATCHES/free/cnr_free_0023.jpg,0,empty,cnrpark_ext,unknown,unknown,unknown,val
data/raw/CNRPark-EXT/PATCHES/free/cnr_free_0002.jpg,0,empty,cnrpark_ext,unknown,unknown,unknown,val
data/raw/PKLot/PKLotSegmented/PUC/Cloudy/Empty/PUC_Cloudy_Empty_0008.jpg,0,empty,pklot,PUC,PUC,cloudy,val
data/raw/PKLot/PKLotSegmented/UFPR04/Cloudy/Occupied/UFPR04_Cloudy_Occupied_0006.jpg,1,occupied,pklot,UFPR04,UFPR04,cloudy,val
data/raw/CNRPark-EXT/PATCHES/free/cnr_free_0032.jpg,0,empty,cnrpark_ext,unknown,unknown,unknown,val
data/raw/CNRPark-EXT/PATCHES/busy/cnr_busy_0000.jpg,1,occupied,cnrpark_ext,unknown,unknown,unknown,val
data/raw/PKLot/PKLotSegmented/UFPR04/Sunny/Empty/UFPR04_Sunny_Empty_0006.jpg,0,empty,pklot,UFPR04,UFPR04,sunny,val
data/raw/CNRPark-EXT/PATCHES/free/cnr_free_0001.jpg,0,empty,cnrpark_ext,unknown,unknown,unknown,test
data/raw/CNRPark-EXT/PATCHES/busy/cnr_busy_0034.jpg,1,occupied,cnrpark_ext,unknown,unknown,unknown,test
data/raw/PKLot/PKLotSegmented/PUC/Rainy/Empty/PUC_Rainy_Empty_0006.jpg,0,empty,pklot,PUC,PUC,rainy,test
data/raw/PKLot/PKLotSegmented/PUC/Cloudy/Occupied/PUC_Cloudy_Occupied_0000.jpg,1,occupied,pklot,PUC,PUC,cloudy,test
data/raw/PKLot/PKLotSegmented/PUC/Rainy/Occupied/PUC_Rainy_Occupied_0011.jpg,1,occupied,pklot,PUC,PUC,rainy,test
data/raw/PKLot/PKLotSegmented/UFPR04/Sunny/Empty/UFPR04_Sunny_Empty_0000.jpg,0,empty,pklot,UFPR04,UFPR04,sunny,test
data/raw/CNRPark-EXT/PATCHES/free/cnr_free_0037.jpg,0,empty,cnrpark_ext,unknown,unknown,unknown,test
data/raw/CNRPark-EXT/PATCHES/busy/cnr_busy_0036.jpg,1,occupied,cnrpark_ext,unknown,unknown,unknown,test
data/raw/PKLot/PKLotSegmented/PUC/Cloudy/Occupied/PUC_Cloudy_Occupied_0010.jpg,1,occupied,pklot,PUC,PUC,cloudy,test
data/raw/CNRPark-EXT/PATCHES/free/cnr_free_0014.jpg,0,empty,cnrpark_ext,unknown,unknown,unknown,test
data/raw/PKLot/PKLotSegmented/PUC/Sunny/Occupied/PUC_Sunny_Occupied_0012.jpg,1,occupied,pklot,PUC,PUC,sunny,test
data/raw/PKLot/PKLotSegmented/PUC/Sunny/Empty/PUC_Sunny_Empty_0005.jpg,0,empty,pklot,PUC,PUC,sunny,test
data/raw/PKLot/PKLotSegmented/UFPR04/Cloudy/Empty/UFPR04_Cloudy_Empty_0000.jpg,0,empty,pklot,UFPR04,UFPR04,cloudy,test
data/raw/PKLot/PKLotSegmented/PUC/Cloudy/Empty/PUC_Cloudy_Empty_0001.jpg,0,empty,pklot,PUC,PUC,cloudy,test
data/raw/PKLot/PKLotSegmented/PUC/Sunny/Empty/PUC_Sunny_Empty_0008.jpg,0,empty,pklot,PUC,PUC,sunny,test
data/raw/CNRPark-EXT/PATCHES/busy/cnr_busy_0027.jpg,1,occupied,cnrpark_ext,unknown,unknown,unknown,test
data/raw/PKLot/PKLotSegmented/PUC/Cloudy/Occupied/PUC_Cloudy_Occupied_0003.jpg,1,occupied,pklot,PUC,PUC,cloudy,test
data/raw/CNRPark-EXT/PATCHES/busy/cnr_busy_0033.jpg,1,occupied,cnrpark_ext,unknown,unknown,unknown,test
data/raw/PKLot/PKLotSegmented/UFPR04/Cloudy/Occupied/UFPR04_Cloudy_Occupied_0010.jpg,1,occupied,pklot,UFPR04,UFPR04,cloudy,test
data/raw/CNRPark-EXT/PATCHES/busy/cnr_busy_0011.jpg,1,occupied,cnrpark_ext,unknown,unknown,unknown,test
data/raw/PKLot/PKLotSegmented/PUC/Sunny/Occupied/PUC_Sunny_Occupied_0005.jpg,1,occupied,pklot,PUC,PUC,sunny,test
data/raw/PKLot/PKLotSegmented/UFPR04/Rainy/Empty/UFPR04_Rainy_Empty_0006.jpg,0,empty,pklot,UFPR04,UFPR04,rainy,test
data/raw/PKLot/PKLotSegmented/PUC/Sunny/Occupied/PUC_Sunny_Occupied_0011.jpg,1,occupied,pklot,PUC,PUC,sunny,test
data/raw/CNRPark-EXT/PATCHES/busy/cnr_busy_0006.jpg,1,occupied,cnrpark_ext,unknown,unknown,unknown,test
data/raw/CNRPark-EXT/PATCHES/busy/cnr_busy_0002.jpg,1,occupied,cnrpark_ext,unknown,unknown,unknown,test
data/raw/CNRPark-EXT/PATCHES/busy/cnr_busy_0013.jpg,1,occupied,cnrpark_ext,unknown,unknown,unknown,test
data/raw/PKLot/PKLotSegmented/PUC/Cloudy/Empty/PUC_Cloudy_Empty_0012.jpg,0,empty,pklot,PUC,PUC,cloudy,test
data/raw/PKLot/PKLotSegmented/UFPR04/Cloudy/Empty/UFPR04_Cloudy_Empty_0007.jpg,0,empty,pklot,UFPR04,UFPR04,cloudy,test
data/raw/PKLot/PKLotSegmented/UFPR04/Cloudy/Empty/UFPR04_Cloudy_Empty_0008.jpg,0,empty,pklot,UFPR04,UFPR04,cloudy,test
data/raw/PKLot/PKLotSegmented/UFPR04/Rainy/Empty/UFPR04_Rainy_Empty_0007.jpg,0,empty,pklot,UFPR04,UFPR04,rainy,test
data/raw/CNRPark-EXT/PATCHES/free/cnr_free_0021.jpg,0,empty,cnrpark_ext,unknown,unknown,unknown,test
data/raw/CNRPark-EXT/PATCHES/free/cnr_free_0020.jpg,0,empty,cnrpark_ext,unknown,unknown,unknown,test
data/raw/PKLot/PKLotSegmented/UFPR04/Sunny/Empty/UFPR04_Sunny_Empty_0001.jpg,0,empty,pklot,UFPR04,UFPR04,sunny,test
data/raw/CNRPark-EXT/PATCHES/busy/cnr_busy_0014.jpg,1,occupied,cnrpark_ext,unknown,unknown,unknown,test
data/raw/CNRPark-EXT/PATCHES/free/cnr_free_0029.jpg,0,empty,cnrpark_ext,unknown,unknown,unknown,test
data/raw/CNRPark-EXT/PATCHES/busy/cnr_busy_0022.jpg,1,occupied,cnrpark_ext,unknown,unknown,unknown,test
